Type name;Member type;Member name;Signature;Inherited;Documentation
SensorObserver;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorObserver.SensorObserverOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorObserver.SensorObserverOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorObserver.SensorObserverOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorObserver.SensorObserverOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorObserver.SensorObserverOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorObserver.SensorObserverHorizontalDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorObserver.SensorObserverHorizontalDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorObserver.SensorObserverHorizontalDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorObserver.SensorObserverHorizontalDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorObserver.SensorObserverHorizontalDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorObserver.SensorObserverVerticalDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorObserver.SensorObserverVerticalDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorObserver.SensorObserverVerticalDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorObserver.SensorObserverVerticalDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorObserver.SensorObserverVerticalDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SensorRadiance> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SensorRadiance;Static method;Find;public static App.Automation.SIM.SensorRadiance Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SensorRadiance;Static method;Create;public static App.Automation.SIM.SensorRadiance Create(object parent);;Create a new object of this type under the specified parent component
SensorRadiance;Static method;Create;public static App.Automation.SIM.SensorRadiance Create();;Create a new object in the active context
SensorRadiance;Method;Clone;public App.Automation.SIM.SensorRadiance Clone();;Create a copy of this object in the active context
SensorRadiance;Method;CopyTo;public App.Automation.SIM.SensorRadiance CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SensorRadiance;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SensorRadiance;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SensorRadiance;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SensorRadiance;Method;Delete;public bool Delete();Yes;Delete this object
SensorRadiance;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SensorRadiance;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SensorRadiance;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SensorRadiance;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SensorRadiance;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SensorRadiance;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorRadiance;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorRadiance;Property;DefinitionFrom;App.Automation.SIM.SensorRadiance.EnumDefinitionFrom DefinitionFrom;;Enum attribute
SensorRadiance;Property;DefinitionFromIndex;int DefinitionFromIndex;;Enum attribute (as index)
SensorRadiance;Property;SensorType;App.Automation.SIM.SensorRadiance.EnumSensorType SensorType;;Enum attribute
SensorRadiance;Property;SensorTypeIndex;int SensorTypeIndex;;Enum attribute (as index)
SensorRadiance;Property;LayerType;App.Automation.SIM.SensorRadiance.EnumLayerType LayerType;;Enum attribute
SensorRadiance;Property;LayerTypeIndex;int LayerTypeIndex;;Enum attribute (as index)
SensorRadiance;Property;FaceFiltering;App.Automation.SIM.SensorRadiance.SensorRadianceFaceFiltering FaceFiltering;;Links attribute
SensorRadiance;Property;SCAFilteringMode;App.Automation.SIM.SensorRadiance.EnumSCAFilteringMode SCAFilteringMode;;Enum attribute
SensorRadiance;Property;SCAFilteringModeIndex;int SCAFilteringModeIndex;;Enum attribute (as index)
SensorRadiance;Property;MaximumNbOfSequence;uint MaximumNbOfSequence;;Number attribute
SensorRadiance;Property;MaximumNbOfSequenceText;string MaximumNbOfSequenceText;;Number attribute (as text)
SensorRadiance;Property;DefineSequencePer;App.Automation.SIM.SensorRadiance.EnumDefineSequencePer DefineSequencePer;;Enum attribute
SensorRadiance;Property;DefineSequencePerIndex;int DefineSequencePerIndex;;Enum attribute (as index)
SensorRadiance;Property;IntegrationAngle;double IntegrationAngle;;Number attribute
SensorRadiance;Property;IntegrationAngleText;string IntegrationAngleText;;Number attribute (as text)
SensorRadiance;Property;XMPTemplateFile;string XMPTemplateFile;;File attribute
SensorRadiance;Property;XMPTemplateFileFullPath;string XMPTemplateFileFullPath;;File attribute (absolute full path)
SensorRadiance;Property;DimensionFromFile;bool DimensionFromFile;;Boolean attribute
SensorRadiance;Property;DisplayPropertiesFromFile;bool DisplayPropertiesFromFile;;Boolean attribute
SensorRadiance;Property;WavelengthStart;double WavelengthStart;;Number attribute
SensorRadiance;Property;WavelengthStartText;string WavelengthStartText;;Number attribute (as text)
SensorRadiance;Property;WavelengthEnd;double WavelengthEnd;;Number attribute
SensorRadiance;Property;WavelengthEndText;string WavelengthEndText;;Number attribute (as text)
SensorRadiance;Property;WavelengthNbSamples;uint WavelengthNbSamples;;Number attribute
SensorRadiance;Property;WavelengthNbSamplesText;string WavelengthNbSamplesText;;Number attribute (as text)
SensorRadiance;Property;WavelengthResolution;double WavelengthResolution;;Number attribute
SensorRadiance;Property;WavelengthResolutionText;string WavelengthResolutionText;;Number attribute (as text)
SensorRadiance;Property;ObserverType;App.Automation.SIM.SensorRadiance.EnumObserverType ObserverType;;Enum attribute
SensorRadiance;Property;ObserverTypeIndex;int ObserverTypeIndex;;Enum attribute (as index)
SensorRadiance;Property;Focal;double Focal;;Number attribute
SensorRadiance;Property;FocalText;string FocalText;;Number attribute (as text)
SensorRadiance;Property;XIsMirrored;bool XIsMirrored;;Boolean attribute
SensorRadiance;Property;XStart;double XStart;;Number attribute
SensorRadiance;Property;XStartText;string XStartText;;Number attribute (as text)
SensorRadiance;Property;XEnd;double XEnd;;Number attribute
SensorRadiance;Property;XEndText;string XEndText;;Number attribute (as text)
SensorRadiance;Property;XNbSamples;uint XNbSamples;;Number attribute
SensorRadiance;Property;XNbSamplesText;string XNbSamplesText;;Number attribute (as text)
SensorRadiance;Property;XResolution;double XResolution;;Number attribute
SensorRadiance;Property;XResolutionText;string XResolutionText;;Number attribute (as text)
SensorRadiance;Property;YIsMirrored;bool YIsMirrored;;Boolean attribute
SensorRadiance;Property;YStart;double YStart;;Number attribute
SensorRadiance;Property;YStartText;string YStartText;;Number attribute (as text)
SensorRadiance;Property;YEnd;double YEnd;;Number attribute
SensorRadiance;Property;YEndText;string YEndText;;Number attribute (as text)
SensorRadiance;Property;YNbSamples;uint YNbSamples;;Number attribute
SensorRadiance;Property;YNbSamplesText;string YNbSamplesText;;Number attribute (as text)
SensorRadiance;Property;YResolution;double YResolution;;Number attribute
SensorRadiance;Property;YResolutionText;string YResolutionText;;Number attribute (as text)
SensorRadiance;Property;OriginPoint;App.Automation.SIM.SensorRadiance.SensorRadianceOriginPoint OriginPoint;;Link attribute
SensorRadiance;Property;XDirection;App.Automation.SIM.SensorRadiance.SensorRadianceXDirection XDirection;;Link attribute
SensorRadiance;Property;XDirectionReverse;bool XDirectionReverse;;Boolean attribute
SensorRadiance;Property;YDirection;App.Automation.SIM.SensorRadiance.SensorRadianceYDirection YDirection;;Link attribute
SensorRadiance;Property;YDirectionReverse;bool YDirectionReverse;;Boolean attribute
SensorRadiance;Property;HPlane;double HPlane;;Number attribute
SensorRadiance;Property;HPlaneText;string HPlaneText;;Number attribute (as text)
SensorRadiance;Property;VPlane;double VPlane;;Number attribute
SensorRadiance;Property;VPlaneText;string VPlaneText;;Number attribute (as text)
SensorRadiance;Property;HNbSamples;uint HNbSamples;;Number attribute
SensorRadiance;Property;HNbSamplesText;string HNbSamplesText;;Number attribute (as text)
SensorRadiance;Property;HResolution;double HResolution;;Number attribute
SensorRadiance;Property;HResolutionText;string HResolutionText;;Number attribute (as text)
SensorRadiance;Property;VNbSamples;uint VNbSamples;;Number attribute
SensorRadiance;Property;VNbSamplesText;string VNbSamplesText;;Number attribute (as text)
SensorRadiance;Property;VResolution;double VResolution;;Number attribute
SensorRadiance;Property;VResolutionText;string VResolutionText;;Number attribute (as text)
SensorRadiance;Property;ObserverPoint;App.Automation.SIM.SensorRadiance.SensorRadianceObserverPoint ObserverPoint;;Link attribute
SensorRadiance;Property;FocalPoint;App.Automation.SIM.SensorRadiance.SensorRadianceFocalPoint FocalPoint;;Link attribute
SensorRadiance;Property;FrontDirection;App.Automation.SIM.SensorRadiance.SensorRadianceFrontDirection FrontDirection;;Link attribute
SensorRadiance;Property;FrontDirectionReverse;bool FrontDirectionReverse;;Boolean attribute
SensorRadiance;Property;TopDirection;App.Automation.SIM.SensorRadiance.SensorRadianceTopDirection TopDirection;;Link attribute
SensorRadiance;Property;TopDirectionReverse;bool TopDirectionReverse;;Boolean attribute
SensorRadiance;Property;ShowGrid;bool ShowGrid;;Boolean attribute
SensorRadiance;Property;OriginX;double OriginX;;Number attribute
SensorRadiance;Property;OriginXText;string OriginXText;;Number attribute (as text)
SensorRadiance;Property;OriginY;double OriginY;;Number attribute
SensorRadiance;Property;OriginYText;string OriginYText;;Number attribute (as text)
SensorRadiance;Property;StepX;double StepX;;Number attribute
SensorRadiance;Property;StepXText;string StepXText;;Number attribute (as text)
SensorRadiance;Property;StepY;double StepY;;Number attribute
SensorRadiance;Property;StepYText;string StepYText;;Number attribute (as text)
SensorRadiance;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SensorRadiance;Property;Name;string Name;Yes;Get or Set the name of the object
SensorRadiance;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SensorRadiance;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SensorRadiance;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorRadiance.SensorRadianceFaceFiltering;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject[] selectedObjects);;Links attribute: Link to an array of script objects
SensorRadiance.SensorRadianceFaceFiltering;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject[] selectedObjects);;Links attribute: Link to an array of document objects
SensorRadiance.SensorRadianceFaceFiltering;Method;Set;public bool Set(System.Object[] docObjectsFromPreviousVersion);;Links attribute: Link to an array of document objects (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceFaceFiltering;Method;Clear;public void Clear();;Links attribute: Clear the list of links
SensorRadiance.SensorRadianceFaceFiltering;Method;SelectAll;public void SelectAll();;Links attribute: Link to all compatible objects in the active context
SensorRadiance.SensorRadianceFaceFiltering;Property;LinkedObjects;IReadOnlyCollection<SpaceClaim.Api.V232.IDocObject> LinkedObjects;;Links attribute: Get the pointed document objects
SensorRadiance.SensorRadianceFaceFiltering;Property;Item;SpaceClaim.Api.V232.IDocObject Item;;Links attribute: Get a pointed document object by index
SensorRadiance.SensorRadianceFaceFiltering;Property;Count;int Count;;Links attribute: Get the links count
SensorRadiance.SensorRadianceOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance.SensorRadianceXDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceXDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceXDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceXDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceXDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance.SensorRadianceYDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceYDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceYDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceYDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceYDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance.SensorRadianceObserverPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceObserverPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceObserverPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceObserverPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceObserverPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance.SensorRadianceFocalPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceFocalPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceFocalPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceFocalPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceFocalPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance.SensorRadianceFrontDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceFrontDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceFrontDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceFrontDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceFrontDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRadiance.SensorRadianceTopDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRadiance.SensorRadianceTopDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRadiance.SensorRadianceTopDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRadiance.SensorRadianceTopDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRadiance.SensorRadianceTopDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRotatingLidar;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SensorRotatingLidar> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SensorRotatingLidar;Static method;Find;public static App.Automation.SIM.SensorRotatingLidar Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SensorRotatingLidar;Static method;Create;public static App.Automation.SIM.SensorRotatingLidar Create(object parent);;Create a new object of this type under the specified parent component
SensorRotatingLidar;Static method;Create;public static App.Automation.SIM.SensorRotatingLidar Create();;Create a new object in the active context
SensorRotatingLidar;Method;Clone;public App.Automation.SIM.SensorRotatingLidar Clone();;Create a copy of this object in the active context
SensorRotatingLidar;Method;CopyTo;public App.Automation.SIM.SensorRotatingLidar CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SensorRotatingLidar;Method;FindOccurrenceInActivePart;public object FindOccurrenceInActivePart();Yes;Search for occurrences of this object in the active Part
SensorRotatingLidar;Method;FindOccurrenceInContextOf;public SpaceClaim.Api.V232.IDocObject FindOccurrenceInContextOf(SpaceClaim.Api.V232.IDocObject contextObject);Yes;Search for occurrences of this object in the specified Part
SensorRotatingLidar;Method;ToString;public string ToString();Yes;Get a text representation of the object (used by the Script interpreter when the mouse cursor hovers an object variable)
SensorRotatingLidar;Method;Delete;public bool Delete();Yes;Delete this object
SensorRotatingLidar;Method;GetChildSubjects;public IEnumerable<SpaceClaim.Api.V232.CustomObject> GetChildSubjects();Yes;Retrieve all children as DocObjects
SensorRotatingLidar;Method;GetChildren;public IEnumerable<TSpecificApiType> GetChildren<TSpecificApiType>();Yes;Retrieve all direct children of a given type
SensorRotatingLidar;Method;Compute;public void Compute();Yes;Execute the Compute command on the object
SensorRotatingLidar;Method;PublishParameter;public void PublishParameter(string fieldName, bool trueToPublish);Yes;Publish or un-publish a number attribute as driving parameter
SensorRotatingLidar;Method;PublishAllParametersToWorkbench;public void PublishAllParametersToWorkbench(bool trueToPublish);Yes;Call this method to expose all object's attributes so that they can be accessible and driven from Workbench.
SensorRotatingLidar;Method;ApplyPreset;public void ApplyPreset(string presetFilePath);Yes;Update the object configuration values according to the specified Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorRotatingLidar;Method;ExportToPreset;public string ExportToPreset(string filePath);Yes;Export the current object configuration to a Preset file. Note: some object types are not compatible with the 'Presets' feature, and in such a case the method will report an error.
SensorRotatingLidar;Property;OriginPoint;App.Automation.SIM.SensorRotatingLidar.SensorRotatingLidarOriginPoint OriginPoint;;Link attribute
SensorRotatingLidar;Property;HorizontalDirection;App.Automation.SIM.SensorRotatingLidar.SensorRotatingLidarHorizontalDirection HorizontalDirection;;Link attribute
SensorRotatingLidar;Property;HorizontalDirectionReverse;bool HorizontalDirectionReverse;;Boolean attribute
SensorRotatingLidar;Property;VerticalDirection;App.Automation.SIM.SensorRotatingLidar.SensorRotatingLidarVerticalDirection VerticalDirection;;Link attribute
SensorRotatingLidar;Property;VerticalDirectionReverse;bool VerticalDirectionReverse;;Boolean attribute
SensorRotatingLidar;Property;ColorScaleType;App.Automation.SIM.SensorRotatingLidar.EnumColorScaleType ColorScaleType;;Enum attribute
SensorRotatingLidar;Property;ColorScaleTypeIndex;int ColorScaleTypeIndex;;Enum attribute (as index)
SensorRotatingLidar;Property;ColorScaleFile;string ColorScaleFile;;File attribute
SensorRotatingLidar;Property;ColorScaleFileFullPath;string ColorScaleFileFullPath;;File attribute (absolute full path)
SensorRotatingLidar;Property;HMin;double HMin;;Number attribute
SensorRotatingLidar;Property;HMinText;string HMinText;;Number attribute (as text)
SensorRotatingLidar;Property;HMax;double HMax;;Number attribute
SensorRotatingLidar;Property;HMaxText;string HMaxText;;Number attribute (as text)
SensorRotatingLidar;Property;HResolution;double HResolution;;Number attribute
SensorRotatingLidar;Property;HResolutionText;string HResolutionText;;Number attribute (as text)
SensorRotatingLidar;Property;VerticalChannelFile;string VerticalChannelFile;;File attribute
SensorRotatingLidar;Property;VerticalChannelFileFullPath;string VerticalChannelFileFullPath;;File attribute (absolute full path)
SensorRotatingLidar;Property;RangeMin;double RangeMin;;Number attribute
SensorRotatingLidar;Property;RangeMinText;string RangeMinText;;Number attribute (as text)
SensorRotatingLidar;Property;RangeMax;double RangeMax;;Number attribute
SensorRotatingLidar;Property;RangeMaxText;string RangeMaxText;;Number attribute (as text)
SensorRotatingLidar;Property;PointCloud;bool PointCloud;;Boolean attribute
SensorRotatingLidar;Property;PointThickness;double PointThickness;;Number attribute
SensorRotatingLidar;Property;PointThicknessText;string PointThicknessText;;Number attribute (as text)
SensorRotatingLidar;Property;Subject;SpaceClaim.Api.V232.CustomObject Subject;Yes;Get the underlying CustomObject, associated to the API object wrapper
SensorRotatingLidar;Property;Name;string Name;Yes;Get or Set the name of the object
SensorRotatingLidar;Property;Visible;bool Visible;Yes;Change the visibility status (same behavior as checking/unchecking on the tree view item)
SensorRotatingLidar;Property;StatusInfo;string StatusInfo;Yes;Get the status of the object (warning or error message)
SensorRotatingLidar;Property;IsUpToDate;bool IsUpToDate;Yes;Ask if the object was modified since its last successful computation
SensorRotatingLidar.SensorRotatingLidarOriginPoint;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRotatingLidar.SensorRotatingLidarOriginPoint;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRotatingLidar.SensorRotatingLidarOriginPoint;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRotatingLidar.SensorRotatingLidarOriginPoint;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRotatingLidar.SensorRotatingLidarOriginPoint;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRotatingLidar.SensorRotatingLidarHorizontalDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRotatingLidar.SensorRotatingLidarHorizontalDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRotatingLidar.SensorRotatingLidarHorizontalDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRotatingLidar.SensorRotatingLidarHorizontalDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRotatingLidar.SensorRotatingLidarHorizontalDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SensorRotatingLidar.SensorRotatingLidarVerticalDirection;Method;Set;public bool Set(Inf.SpaceClaim.Automation.IApiSpeosDocObject selectedObject);;Link attribute: Set the link to a script object
SensorRotatingLidar.SensorRotatingLidarVerticalDirection;Method;Set;public bool Set(SpaceClaim.Api.V232.IDocObject selectedObject);;Link attribute: Set the link to a DocObject
SensorRotatingLidar.SensorRotatingLidarVerticalDirection;Method;Set;public bool Set(object docObjectFromPreviousVersion);;Link attribute: Set the link to an object (IDocObject type from unspecified version)
SensorRotatingLidar.SensorRotatingLidarVerticalDirection;Method;Clear;public void Clear();;Link attribute: Clear the link
SensorRotatingLidar.SensorRotatingLidarVerticalDirection;Property;LinkedObject;SpaceClaim.Api.V232.IDocObject LinkedObject;;Link attribute: Get the pointed object
SimulationDirect;Static method;FromSelection;public static IEnumerable<App.Automation.SIM.SimulationDirect> FromSelection(IEnumerable<SpaceClaim.Api.V232.IDocObject> selectionItems);;Convert Items of a ScriptSelection to a list of Speos objects when their type is matching.
SimulationDirect;Static method;Find;public static App.Automation.SIM.SimulationDirect Find(string objectName);;Returns the object whose name matches exactly the specified string. Or, if the exact name is not found, the first object whose name matches the string as a regular expression. Example: Find("StartOfName.*")
SimulationDirect;Static method;Create;public static App.Automation.SIM.SimulationDirect Create(object parent);;Create a new object of this type under the specified parent component
SimulationDirect;Static method;Create;public static App.Automation.SIM.SimulationDirect Create();;Create a new object in the active context
SimulationDirect;Method;Clone;public App.Automation.SIM.SimulationDirect Clone();;Create a copy of this object in the active context
SimulationDirect;Method;CopyTo;public App.Automation.SIM.SimulationDirect CopyTo(Inf.SpaceClaim.Automation.IApiSpeosDocObject pasteTargetObject);;Create a copy of this object and paste it to the specified destination
SimulationDirect;Method;Export;public void Export(string outputDirectoryPath);;Run the Export command
SimulationDirect;Method;LinkedExport;public void LinkedExport();;Run the LinkedExport command
SimulationDirect;Method;Isolate;public void Isolate();;Run the Isolate command
SimulationDirect;Method;GetResultFilePaths;public System.String[] GetResultFilePaths();;Get the list of paths of all computation resulting files
SimulationDirect;Method;GetSimulationSettings;public App.Automation.SIM.SimulationSettings GetSimulationSettings();;Get the simulation common settings
SimulationDirect;Method;SetSimulationSettings;public void SetSimulationSettings(App.Automation.SIM.SimulationSettings simulationSettings);;Set the simulation common settings
SimulationDirect;Method;SetDirectSimulationSettings;public void SetDirectSimulationSettings(bool fastTransmissionGathering, bool dispersion, int automaticSaveFrequencySeconds);;Set the direct simulation specific settings
SimulationDirect;Method;GetDirectSimulationSettings;public void GetDirectSimulationSettings(ref System.Boolean& fastTransmissionGathering, ref System.Boolean& dispersion, ref System.Int32& automaticSaveFrequencySeconds);;Get the direct simulation specific settings
SimulationDirect;Method;GpuCompute;public void GpuCompute();;Run the GPU Compute command
SimulationDirect;Method;GetEstimatedRam;public UInt64? GetEstimatedRam();;Get an estimate of the RAM (memory in bytes) that will be required for the simulation results. Returns 'None/Null' if the estimate is not available.
